"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"141","terlalu pagi<ed><U+00A0><U+00BD><ed><U+00B8><U+0086> (at @smabpi1) — https://t.co/jbdbDxpNTq",FALSE,0,NA,2016-10-30 22:49:38,FALSE,NA,"792861044641189888",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","alvinis_",0,FALSE,FALSE,107.61945,-6.92363
"142","... dingin pagi berembun (at Forest Hills D8, Resor Dago Pakar) [pic] — https://t.co/Hll0DAsLts",FALSE,0,NA,2016-10-30 22:48:10,FALSE,NA,"792860675609464832",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","haerisna",0,FALSE,FALSE,107.65165,-6.86055
"143","Semangat pagi!!! Semoga hari ini cuaca di Bandung cerah, secerah hati warganya… (at @upiofficial) [pic] — https://t.co/uSorDrMBfW",FALSE,0,NA,2016-10-30 22:47:17,FALSE,NA,"792860455643418624",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","jeff_hasibuan",0,FALSE,FALSE,107.59442,-6.862
"146","Tunuh anyir <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9> (at Kampus Kebidanan Poltekkes Kemenkes Bandung) — https://t.co/oGvTjszSgz",FALSE,0,NA,2016-10-30 22:45:22,FALSE,NA,"792859971314606080",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","revidaroo",0,FALSE,FALSE,107.59923,-6.89491
"148","Bandung deui. (at @pemkotbandung) — https://t.co/NFDqIrvVvk",FALSE,0,NA,2016-10-30 22:41:08,FALSE,NA,"792858905235771392",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","yasseryusran",0,FALSE,FALSE,107.60586,-6.9109
"150","Iiih...dingin nya......<ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8><ed><U+00A0><U+00BD><ed><U+00B8><U+00A8> (at Nana's Lovely Room) [pic] — https://t.co/qo3j0XPqwt",FALSE,0,NA,2016-10-30 22:39:13,FALSE,NA,"792858423796768768",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","Na_naa4",0,FALSE,FALSE,107.59175,-6.8956
"153","Kabut sutra ungu @belakang rumah..*eta tangan si kakak… (w/ rahmah at Komplek Lembah Hijau Tanjung Sari) [pic] — https://t.co/0gZ08Eomm4",FALSE,0,NA,2016-10-30 22:36:24,FALSE,NA,"792857716028952576",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","hanbaliniran",0,FALSE,FALSE,107.79064,-6.91809
"154","Dari keluar rumah jam 5, kendaraan udah banyak berlalu lalang. Mungkin… (at Asrama Keperawatan Aisyiyah Bandung) — https://t.co/foYovlUUqC",FALSE,0,NA,2016-10-30 22:36:03,FALSE,NA,"792857626832834560",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","Miaamaly",0,FALSE,FALSE,107.63689,-6.93118
"156","Morning Cianjur <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A> (with Yoga at Bojongpicung) — https://t.co/Znv0laze8E",FALSE,0,NA,2016-10-30 22:33:36,FALSE,NA,"792857009133490176",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","rose_rachma",0,FALSE,FALSE,107.27422,-6.83921
"159","<ed><U+00A0><U+00BD><ed><U+00B8><U+00B4><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4><ed><U+00A0><U+00BD><ed><U+00B8><U+00B4> (at @bdo_ap2) — https://t.co/QlCtgp81Ea",FALSE,0,NA,2016-10-30 22:28:36,FALSE,NA,"792855753375612928",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","rahmitannisa_I",0,FALSE,FALSE,107.5805,-6.90302
