"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"192","<ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2> <U+266B> Taubat by Opick (at Gubuk Derita) — https://t.co/5GeKt9l4Ex",FALSE,0,NA,2016-11-30 22:38:49,FALSE,NA,"804092345327063040",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","dimassaktiherse",0,FALSE,FALSE,107.52555,-6.89069
"194","Bandung pagi ini <ed><U+00A0><U+00BD><ed><U+00B8><U+0090> (at @bdo_ap2) [pic] — https://t.co/6dkwhjVvj1",FALSE,0,NA,2016-11-30 22:38:00,FALSE,NA,"804092141894938624",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","under_roOck",0,FALSE,FALSE,107.58029,-6.90375
"200","Morning <U+2708> (with Denna at @bdo_ap2) — https://t.co/KqLFbPiSIM",FALSE,0,NA,2016-11-30 22:32:34,FALSE,NA,"804090776103723009",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","PerdanaCava",0,FALSE,FALSE,107.58043,-6.90395
"203","Sampe<ed><U+00A0><U+00BD><ed><U+00B8><U+0089><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> (at @pemkotbandung) — https://t.co/HOmgOl45ii",FALSE,0,NA,2016-11-30 22:29:31,FALSE,NA,"804090005098405888",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","dhani_sandy",0,FALSE,FALSE,107.61955,-6.91854
"205","At Rest Area KM 125 — https://t.co/uF7OPHlXxL",FALSE,0,NA,2016-11-30 22:29:18,FALSE,NA,"804089953806225408",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","william241",0,FALSE,FALSE,107.51945,-6.88973
"207","sepagi ini udah disuruh lari2 <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> (at Stasiun Kiaracondong) — https://t.co/89rpuZmuhU",FALSE,0,NA,2016-11-30 22:28:14,FALSE,NA,"804089684720615424",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","ariew13",0,FALSE,FALSE,107.67091,-6.93388
"215","ngisi tenaga :v (at Rumah Makan Sunda ""Suka Hati"") — https://t.co/SdFnWFORKt",FALSE,0,NA,2016-11-30 22:17:01,FALSE,NA,"804086861891149824",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","widhiadeangelo",0,FALSE,FALSE,107.76352,-6.94982
"217","Pagi Bandung <ed><U+00A0><U+00BC><ed><U+00BD><U+0083><ed><U+00A0><U+00BC><ed><U+00BC><U+00B2> (at @kfcindonesia) — https://t.co/C6OQNdL8AJ",FALSE,0,NA,2016-11-30 22:13:12,FALSE,NA,"804085899357081600",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","matamat14",0,FALSE,FALSE,107.60466,-6.8842
"220","And now I must move on
Try to forget all the memories of you and me
But… <U+266B> Stay by Daryl Ong (at Kandang Singa) — https://t.co/shdKTRJLMb",FALSE,0,NA,2016-11-30 22:05:10,FALSE,NA,"804083879048941568",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","_ddewiH",0,FALSE,FALSE,107.54253,-6.99911
"224","Wilujeng enjing<U+2600> (at Puri Tomat Hotel) [pic] — https://t.co/ZvlRpHbz4b",FALSE,0,NA,2016-11-30 22:01:05,FALSE,NA,"804082851087937536",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","brilianfbrynti",0,FALSE,FALSE,107.62024,-6.87233
"231","Sakit dada *udah gitu aja...
Oohh kudu di uap nyak oh iya atuh dok… (at UPF Penyakit Dalam,RS Hasan Sadikin) — https://t.co/LuihARlcVp",FALSE,0,NA,2016-11-30 21:48:34,FALSE,NA,"804079699555033088",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","JoeJoeGuevara",0,FALSE,FALSE,107.60576,-6.898
"236","Akhirrnyaaa ...... <U+266B> Alone by Marshmello (at GBA 2) — https://t.co/yEwV7r3Aln",FALSE,0,NA,2016-11-30 21:38:07,FALSE,NA,"804077071248945152",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","Adidarmasuhara",0,FALSE,FALSE,107.6581,-6.97016
"240","Ngapel aa viscy dulu <ed><U+00A0><U+00BD><ed><U+00B8><U+0085><ed><U+00A0><U+00BD><ed><U+00B9><U+0084> (at Kedai Khas Sunda SUKAHATI) — https://t.co/Wux80w1F3v",FALSE,1,NA,2016-11-30 21:31:26,FALSE,NA,"804075389710540800",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","adenawidya",0,FALSE,FALSE,107.75975,-6.94722
"243","My December (Bonus Track) by LINKIN PARK (at Wijaya Kusumah) — https://t.co/SdkQi8mEjs",FALSE,0,NA,2016-11-30 21:25:46,FALSE,NA,"804073963793940480",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","devianadistya",0,FALSE,FALSE,107.55452,-6.92947
"244","Bismillah
Desember Wish... success always, healty and happy <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> more more and more <U+263A><ed><U+00A0><U+00BD><ed><U+00B8><U+0089> (at Wijaya Kusumah) [pic] — https://t.co/dmV7QW7ZF5",FALSE,0,NA,2016-11-30 21:24:58,FALSE,NA,"804073762165387265",NA,"<a href=""https://path.com/"" rel=""nofollow"">Path</a>","devianadistya",0,FALSE,FALSE,107.5507,-6.92708
